culture,typeOfEntity,authorizedFormOfName,functions,sources,subjectAccessPoints,placeAccessPoints,places,history,digitalObjectURI
en,Person,Hale Tenger,Winter 1997 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/hale-tenger,IAIR Winter 1997,Istanbul,"Istanbul, Turkey","Based in Istanbul, Turkey, Hale Tenger was born in 1960 in Izmir, Turkey. Since the early 1990s Tenger has been exhibiting throughout Europe. Following her successful installation at the New Museum of Contemporary Art in New York, this is Tenger’s second one-person exhibition in the United States.. Her work is renown in Turkey where she has exhibited at Galerie Nev, Women’s Library and Research Center and the Gallery of Ataturk Library in Istanbul. She has been in exhibitions in the Netherlands, Belgium, Germany, Poland, and France. She has been included in the 1997 Johannesburg Biennial, the 1995 and 1992 Istanbul Biennials and the 1994 Sao Paulo Biennial.",https://artpace.org/wp-content/uploads/HTenger_proc_001.jpg
en,Person,Iñigo Manglano–Ovalle,Winter 1997 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/inigo-manglanoovalle,IAIR Winter 1997,Chicago,"Chicago, Illinois, USA","Chicago-based Iñigo Manglano-Ovalle was born in 1961 in Madrid and raised in Spain, Colombia and Chicago, IL. Manglano-Ovalle holds a B.A. in Latin American and Spanish literature from Williams College and a M.F.A. from the School of the Art Institute of Chicago. He is the recipient of numerous awards, including fellowships from the National Endowment for the Arts, the City of Chicago, and the Illinois Arts Council. Solo exhibitions of his work have been held in Chicago at the Museum of Contemporary Art, Fiegen Inc., Rhona Hoffman Gallery, the Chicago Art Fair, and Sculpture Chicago. Manglano-Ovalle has also exhibited at the Instituto Cultural Cabañas Museum, Guadalajara, Mexico; Center for Contemporary Arts, Cincinnati; Galerie Froment et Putnam, Paris; Revolution, Detroit; Real Art Ways, Hartford; Andrea Rosen Gallery, New York; the Warehouse Project, Miami; and New Langton Arts, San Francisco.",https://artpace.org/wp-content/uploads/IManglano-Ovalle_proc_001_crop-470x470.jpg
en,Person,Nate Cassie,Winter 1997 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/nate-cassie,IAIR Winter 1997,San Antonio,"San Antonio, Texas, USA","Born in 1970 in Somerville, NJ, Nate Cassie lives and works in San Antonio, TX. Cassie holds a BA from Hope College in Holland, Michigan, and an M.F.A. in Sculpture from the University of Texas at San Antonio. Cassie has exhibited one-person shows at the Satellite Space, San Antonio; and Carrington Gallagher Fine Art, San Antonio. He has also participated in group exhibitions in a number of San Antonio art spaces including Sala Diaz, Cactus Bra, Blue Star Art Space and 1203 Art Space.",https://artpace.org/wp-content/uploads/NCassie_proc_002.jpeg
en,Person,Jaan Toomik,Fall 1997 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/jaan-toomik,IAIR Fall 1997,Tallinn,"Tallinn, Estonia","Based in Tallinn, the capitol of Estonia, Jaan Toomik was born in 1961 in Tartu, Estonia. Since the early 1990s, when Estonia declared independence from the Soviet Union, Toomik has been exhibiting and performing throughout Europe. Toomik’s video installation marks his first one-person exhibition in the United States. His work is well known in Estonia, where he has exhibited at The Soros Center for Contemporary Arts; The Art Museum of Estonia; Gallery of Tallinn Art Hall; Vaal Gallery; and Tartu Artists’ House. His work has been included in group exhibitions at the Museum of Contemporary Art, Helsinki; The Contemporary Art Centre of Vilnius, Lithuania; UNESCO Headquarters, Paris; and the Center for Contemporary Art, Ujazdowski Castle, Warsaw. Toomik’s video installations have been included in SITE Santa Fe’s 1997 Bienial, the 1997 Venice Biennale, and the 1994 Biennial of Sao Paulo.",https://artpace.org/wp-content/uploads/JToomik_proc_002_crop-470x470.jpg
en,Person,Alex Bag,Fall 1997 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/alex-bag,IAIR Fall 1997,New York,"New York, New York, USA","Born in 1969 in New York, NY, Alex Bag lives and works in New York. Bag holds a BFA from Cooper Union in New York. She has had solo exhibitions at the Andy Warhol Museum, Pittsburgh; the Marta Cervera Gallery, Madrid; and 303 Gallery, New York, where she is represented. Bag has been included in group exhibitions at the Museum of Modern Art, New York; Philadelphia Museum of Art; The Renaissance Society, Chicago; Center on Contemporary Art, Seattle; Kunsthalle Nuremberg, Germany; Athens Fine Art School, Greece; and Kunsthalle Basel, Switzerland.",https://artpace.org/wp-content/uploads/Alex-Bag_002_CROP-470x470.jpg
en,Person,César Martínez,Fall 1997 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/cesar-martinez,IAIR Fall 1997,San Antonio,"San Antonio, Texas, USA","San Antonio-based Cesar Martinez was born in 1944 in Laredo, Texas. A major figure in the Chicano Art Movement of the late 1970s and 1980s, Martinez’s portraits are icons of Texas art history. Martinez’s work has been included in the landmark exhibits La Frontera/The Border: Art About the Mexican/U.S. Border Experience, the Museum of Contemporary Art and Centro Cultural de la Raza, San Diego; CARA: Chicano Art: Resistance and Affirmation 1965-1985, organized by the Smithsonian Institute; and Hispanic Art in the United States, The Museum of Fine Arts, Houston. He has also shown at the Mexican Fine Arts Center Museum, Chicago; Museo de Arte Moderno, Mexico City; the San Antonio Museum of Art, San Antonio; and the Contemporary Arts Museum, Houston.",https://artpace.org/wp-content/uploads/CMartinez_proc_005_crop-470x470.jpg
en,Person,Cornelia Parker,Summer 1997 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/cornelia-parker,IAIR Summer 1997,London,"London, England","London-based Cornelia Parker was born in 1965 in Cheshire, England. Parker has had numerous solo exhibitions, including shows at Chapter, Cardiff, England; The Serpentine, London; Eigen + Art, Leipzig, Germany; and Chisenhale Gallery, London. She has participated in many group shows, including Material Culture at the Hayward Gallery in London; and the 22nd International Biennial of Sao Paulo in Brazil. In the past few years, Parker’s reputation has grown as one of Britan’s most engaging artists, and she was selected as a finalist for the Tate Gallery’s famous Turner Prize.",https://artpace.org/wp-content/uploads/Parker_at-work_crop-470x470.jpg
en,Person,Michael O'Malley,Summer 1997 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/michael-omalley,IAIR Summer 1997,San Antonio,"San Antonio, Texas, USA","Born in 1965 in South Bend, Indiana, Michael O’Malley lives and works in San Antonio, Texas. O’Malley holds a BFA from Alfred University/The New York State College of Ceramics. He has exhibited at Rrose Amarillo Gallery and Blue Star Art Space in San Antonio. O’Malley recently completed a residency at the prestigious John Michael Kohler Arts Center/Arts and Industry Program in Sheboygan, WI.",https://artpace.org/wp-content/uploads/MOMalley_proc_010-470x470.jpeg
en,Person,Anya Gallaccio,"Spring 1997 International Artist-in-Residence (International)
Summer 2013 Hudson Showroom Exhibitor",https://www.artpace.org/artists_and_curators/anya-gallaccio,IAIR Spring 1997|HSR Summer 2013,London,"London, England","Born in Paisley, Scotland, in 1963, Anya Gallaccio attended Goldsmiths College at the University of London during what would later be considered an influential period in art history, when she and her peers became known as Young British Artists. Over 15 solo exhibitions of her work have been presented throughout the United States and Europe, including Karsten Schubert Gallery in London; The Institute of Contemporary Art, London; Kim Light Gallery, Los Angeles; and Ars Futura Galerie, Zurich. Gallaccio was included in the Walker Art Center’s Brilliant! show that traveled to the Contemporary Arts Museum in Houston in 1996, inSITE94 in San Diego and Tijuana; and The British Art Show 4, organized by the Hayward Gallery in 1996. In 2003, she was shortlisted for the prestigious Turner Prize, Britain’s top art honor.",https://artpace.org/wp-content/uploads/AGallaccio_proc_023_crop-470x470.jpg
en,Person,Kathy Vargas,"Spring 1997 International Artist-in-Residence (Texas)
Summer 2018 Hudson Showroom Exhibitor",https://www.artpace.org/artists_and_curators/kathy-vargas,IAIR Spring 1997|HSR Summer 2018,San Antonio,"San Antonio, Texas, USA","Born and raised in San Antonio in 1950, Kathy Vargas received her MFA degree from the University of Texas, San Antonio in 1984. She has had numerous one-person exhibitions at spaces including Sala Uno in Rome, Galeria Juan Martin in Mexico City, the Women’s Center at The University of Santa Barbara, and a retrospective in Erlangen, Germany. Vargas’ work was included in the seminal exhibit, Chicano Art: Resistance and Affirmation (CARA) organized by UCLA’s Wight Gallery, and Hospice: A Photographic Inquiry, organized by  the Corcoran Gallery of Art. Vargas is also the Visual Arts Director of the Guadalupe Cultural Arts Center in San Antonio.",https://artpace.org/wp-content/uploads/KVargas_crop-470x470.jpg
en,Person,Paula Santiago,Winter 1996 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/paula-santiago,IAIR Winter 1996,Guadalajara,"Guadalajara, Mexico","Paula Santiago lives in Guadalajara, Mexico, where she was born in 1969.  She studied in Guadalajara and Paris, and has lived in London. Solo exhibitions of her work have been held at Galeria de Arte Mexicano in Mexico City, Galeria Arte Actual Mexicano in Monterrey and in Guadalajara at Galeria Jorge Alvarez Arte Contemporaneo and El Venero Galeria.  She has also been included in numerous group exhibitions throughout Mexico.",https://artpace.org/wp-content/uploads/PSantiago_IAIR_001_crop-470x470.jpg
en,Person,Joyce J. Scott,Winter 1996 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/joyce-j-scott,IAIR Winter 1996,Baltimore,"Baltimore, Maryland, USA","Joyce Scott was born in 1948 in Baltimore, where she resides today.  She received her MFA from the Instituto Allende in San Miguel de Allende Guanajuato in Mexico. Her extensive exhibition record includes solo exhibitions at The Corcoran Gallery of Art, Washington, D.C.; San Francisco Art Institute, CA; Laumeier Sculpture Park, St. Louis, MO; Gallery of Contemporary Art, Raleigh, NC; Susan Cummins Gallery, Mill Valley, CA; and numerous other venues.  Among the major group shows in which she has participated are Division of Labor: Women’s Work in Contemporary Art at The Bronx Museum of the Arts; Bad Girls at the New Museum in New York; World Glass Now ‘94 at Hokaido Museum of Modern Art in Sapporo, Japan; American Dreams, American Extremes at The Kruithuis Museum in Hertogen Bosch, The Netherlands; and Surface and Structure:  Beads in Contemporary American Art at Renwick Gallery of the National Museum of American Art in Washington, D.C.  A performance artist as well as an object-maker, Scott creates finely-crafted works made of beads, blown glass, and other materials.  In order to investigate universal concerns with an African-American viewpoint in powerful, unexpected ways, she draws on a provocative mixture of cultural, religious, and decorative symbols.",https://artpace.org/wp-content/uploads/JJScott_proc_001_crop-470x470.jpg
en,Person,Alejandro Diaz,"Winter 1996 International Artist-in-Residence (Texas)
Spring 2006 Window Works Exhibitor",https://www.artpace.org/artists_and_curators/alejandro-diaz-2,IAIR Winter 1996|WW Spring 2006,San Antonio,"San Antonio, Texas, USA","Born in San Antonio and based in New York City, Alejandro Diaz uses everyday material to elaborate notions of contemporary commercial culture. Incorporating signage, glitter, cardboard, cookies, and postcards, he questions the divisions between high and low art by intermingling their conventions. In recent projects he has focused on signage and product design, two preeminent elements of contemporary popular culture. For his contribution to the Havana Biennial in 2003, Diaz played with the wildly successful marketing strategy used to advertise New York City — “I ♥ New York”–by creating beach balls, towels, tote bags, and cards featuring the phrase “I  Cuba” and handing them out for free. The piece both pointed toward the commodification of American life and explored the very different system of exchange of the island country of Cuba.
Diaz received an M.A. from the Center for Curatorial Studies at Bard College, Annandale-on-Hudson, NY, in 1999. He has had solo projects at Sala Diaz, San Antonio, TX (2003); Jessica Murray Projects, Brooklyn, NY (2001); and Fuller Art Museum, Brockton, MA (2000). He has participated in recent group exhibitions that include Gift: Wrap and Set Boutique, Julia Friedman Gallery, New York, NY (2005); Cheap and Chic, Galeria O-Itatti, Mexico City, Mexico (2005); Open House: Working in Brooklyn, Brooklyn Museum of Art, New York, NY (2004); and Fall Selections ’04, The Drawing Center, New York, NY (2004). Diaz was an International Artist-in-Residence at Artpace in 1996, and co-founded Sala Diaz Gallery in San Antonio that same year.",https://artpace.org/wp-content/uploads/ADiaz_proc_003_crop-470x470.jpg
en,Person,Esko Männikkö,Fall 1996 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/esko-mannikko,IAIR Fall 1996,Oulu,"Oulu, Finland","Esko Männikkö was born in 1959 in Pudasjärvi, Finland and currently lives in Oulu, Finland. In 1995, he was named Young Artist of the Year by the Tampere Art Museum, Tampere, and is currently the subject of a major touring exhibition and catalogue, organized by Porticus Frankfurt am Main. His recent color photographs document elderly bachelors and their domestic surroundings in remote areas of Finland.",https://artpace.org/wp-content/uploads/EMannikko_proc_001_crop-470x470.jpg
en,Person,Xu Bing,Fall 1996 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/xu-bing,IAIR Fall 1996,New York,"New York, New York, USA","Born in 1955 in Chongqing, China, Xu often travels between China and his current home in New York and many other countries throughout the world. With a background in the traditional arts of wood block printing and calligraphy, Xu uses language to investigate the fallibility of cross-cultural communication.",https://artpace.org/wp-content/uploads/XBing_proc_003_crop-470x470.jpg
en,Person,Franco Mondini–Ruiz,"Fall 1996 International Artist-in-Residence (Texas)
Fall 2007 Window Works Exhibitor",https://www.artpace.org/artists_and_curators/franco-mondiniruiz,IAIR Fall 1996|WW Fall 2007,San Antonio,"San Antonio, Texas, USA","Franco Mondini-Ruiz lives in San Antonio, where he was born in 1961.  Retiring from a successful career as a lawyer only a few years ago, Mondini-Ruiz is currently the owner of Infinito Botanica and Gift Shop, where the original botanica’s merchandise is supplemented by Mexican and precolumbian artifacts, thrift store merchandise and artworks by himself and others in Texas and Mexico.",https://artpace.org/wp-content/uploads/FMRuiz_crop-470x470.jpg
en,Person,Dorothy Cross,Summer 1996 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/dorothy-cross,IAIR Summer 1996,Dublin,"Dublin, Ireland","Dorothy Cross was born in Cork, Ireland, in 1956, and now lives in Galway.  She studied at the Crawford Municipal School of Art in Cork and Leicester Polytechnic in England.  She received her M.F.A. from the San Francisco Art Institute in 1982.  Cross’s solo exhibitions include Power House at the I.C.A. in Philadelphia in 1991, even Arnolfini Bristol 1996 and Turner Contemporary Margate UK 2011. She has represented Ireland at the Venice Biennale, 1993 and the Istanbul Biennial, 1997. Her works can be seen in the collections of Tate Modern, London and the Irish Museum of Modern Art, Dublin. She is represented by Frith Street Gallery, London and the Kerlin Gallery, Dublin. Moving from object to opera – she works primarily in sculpture, photography and video. Her work looks at time, nature, and relationship.",https://artpace.org/wp-content/uploads/IAIR_DCrossHeadshot_SWilliams_2.2.2017-470x475.jpeg
en,Person,Lewis deSoto,Summer 1996 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/lewis-desoto,IAIR Summer 1996,San Francisco,"San Francisco, California, USA","Lewis DeSoto was born in 1954 and currently lives in San Francisco.  He received his B.A. in Studio Art and Religious Studies at the University of California, Riverside, and his M.F.A. from Claremont Graduate School in California.  Among his many solo exhibitions are Four Interventions at the Des Moines Art Center, Tahualtapa Project and Video Room at the Moderna Museet in Stockholm, Sweden, Observatory at the California Museum of Photography in Riverside, and Pé Túkmiyat, Pé Túkmiyat (Darkness, Darkness) at the San Jose Museum of Art.  DeSoto is represented by Christopher Grimes Gallery in Santa Monica and Cheryl Haines Gallery in San Francisco.  He is Professor of Art in the Art Department, College of Creative Arts at San Francisco State University.",https://artpace.org/wp-content/uploads/LdeSoto_proc_001_crop-470x470.jpg
en,Person,Alex de León,"Summer 1996 International Artist-in-Residence (Texas)
Fall 2019 Hudson Showroom Exhibitor",https://www.artpace.org/artists_and_curators/alex-de-leon,IAIR Summer 1996|HSR Fall 2019,San Antonio,"San Antonio, Texas, USA","Alex de León was a long-time resident of San Antonio who was born in Edinburg, Texas in 1959 and died in 2012.  After receiving a B.F.A. in Printmaking from the Kansas City Art Institute in 1983, he turned his attention to ceramics for which he is best known. La Luz Jesus Gallery in Los Angeles, Fergus Fernandez Gallery in Houston, and Milagros Contemporary Art, San Angel Gallery, and the Southwest School of Art (then the Southwest Crafts Center) in San Antonio have mounted solo exhibitions of de León’s work. His designs have been featured on The Bob Newhart Show and The Tracy Ullman Show, as well as in the motion pictures Six Degrees of Separation, Reversal of Fortune, and Madonna’s Truth or Dare.",https://artpace.org/wp-content/uploads/AlexdeLeon_InProgress002_crop.jpg
en,Person,Leni Hoffmann,Spring 1996 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/leni-hoffmann,IAIR Spring 1996,Nürnberg,"Nürnberg, Germany","Leni Hoffmann, who lives and works in Nürnberg Germany, has shown her work throughout Europe and Australia.  Her Artpace residency is her first installation in the United States.  She made her first visit to San Antonio in 1995 ago during a tour of this country made possible by an artist’s grant from the German government.  After a brief stay at Artpace, the artist laid plans for her installation.
Hoffmann makes art by reinventing the architecture of a gallery, library or other environment as part of her finished work.  A similar installation by the artist, recently presented in Gallery 14 at the Queensland Art Gallery in Brisbane Australia, was described by Timothy Morrell, the exhibition’s curator, in the accompanying catalogue:
This installation is… an absolute part of the existing architecture.  Although plasticine is applied to surfaces, no object has been added.  Individual elements of the design…are duplicated in a veneer of plasticine.  The monochrome interior is re-projected back onto itself in bright color…restating but subverting the original architectural logic.
The installed work is a highly tactile three-dimensional arrangement of surface treatments which surrounds the viewer.",https://artpace.org/wp-content/uploads/LHoffmann_proc_001_crop-470x470.jpg
en,Person,May Sun,Spring 1996 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/may-sun,IAIR Spring 1996,Venice,"Venice, California, USA","May Sun was born in Shanghai, raised in the British Crown Colony of Hong Kong, and arrived in California at the age of 16 to attend the University of San Diego, where she was an Art major. She completed her degree at UCLA and later attended the MFA program at Otis Art Institute. She was a faculty member at Cal Arts and Otis College of Art and Design, and has been a visiting faculty member at many other universities and art colleges throughout the country.
Sun’s earliest works combined her aesthetic interests through room-scaled installations and multi-media performances. In Los Angeles, she collaborated with important directors and composers in expressing ideas that had narrative and visual presence utilizing sound, music, light, movement and sculptures. She gave a political direction to her early elliptical, multi-media installations commenting on the plight of Chinese railroad workers and agricultural laborers in California, offering incidents and poetic images to create metaphors of the past to showcase their relationship to contemporary life. The installations were presented at the Santa Monica Museum of Art in Santa Monica, Capp Street Project in San Francisco, the Newport Harbor Art Museum in Newport Beach, and the List Visual Arts Center at MIT in Cambridge, Massachusetts.
She has exhibited internationally and her large scale multi-media installation UnderGround is in the permanent collection at the Museum of Contemporary Art, Los Angeles. Her awards include two NEA fellowships, a Getty Fellowship for the Visual Arts, a Silver Award from the Corporation for Public Broadcasting (for the MOCA produced radio version of L.A./ River/China/Town), a Vesta Award from the Woman’s Building and a Honor Award (for Robert Kennedy Inspiration Park) from the Westside Urban Forum in Los Angeles.
Beginning in 1990, Sun has spent two decades creating permanent installations for public and civic spaces throughout the United States, including the terrazzo floor for the security checkpoint area of the San Antonio International Airport that was completed in 2004. She titled it Walking the River. Other public art commissions include the Robert Kennedy Inspiration Park at the site of the former Ambassador Hotel in Los Angeles, Union Station Gateway Center in downtown Los Angeles, the Hollywood and Western Red Line Subway Station in Hollywood, Culver City’s City Hall, and a public plaza for Boston’s Chinatown (part of the Rose Kennedy Greenway).
For more information about May Sun, visit her  studio website.",https://artpace.org/wp-content/uploads/May-Sun-470x470.jpeg
en,Person,Elizabeth McGrath,"Spring 1996 International Artist-in-Residence (Texas)
Fall 2019 Main Space Exhibitor",https://www.artpace.org/artists_and_curators/elizabeth-mcgrath,IAIR Spring 1996|MS Fall 2019,San Antonio,"San Antonio, Texas, USA","Elizabeth McGrath, who was based in San Antonio at the time of her Artpace residency, is currently a psychotherapist in Boulder, CO. In her prior career as an artist, she made things that went together as installations. Her work often evoked associations with domestic materials and experiences, including the work she created during her Artpace residency in 1996.
McGrath graduated from Austin College, received her MFA at the University of Texas at San Antonio and went on to earn a MA in Transpersonal Counseling from Naropa University in Boulder, Colorado.
In 1994 she was selected by a regional panel of arts professionals who convened at Artpace to participate in the Foundation’s London Studio program in April 1995, for which she spent six weeks in England. The same year she also received a Mid-American Arts Alliance/NEA Fellowship Award in sculpture.
She moved to New York City in 1998, entered in psychoanalysis, and eventually decided to pursue a different profession. She currently practices as a registered psychotherapist in Boulder, where she works with individuals, couples and specializes in facilitating psychotherapy groups.
Image courtesy of the artist.",https://artpace.org/wp-content/uploads/Elizabeth-McGrath-Web-Crop-e1567014435996-470x470.jpeg
en,Person,Cisco Jímenez,Winter 1995 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/cisco-jimenez,IAIR Winter 1995,Cuernavaca,"Cuernavaca, Mexico",,https://artpace.org/wp-content/uploads/CJimenez_IAIR_RB_015_crop-470x470.jpg
en,Person,Leonardo Drew,"Winter 1995 International Artist-in-Residence (National)
Fall 2010 Window Works Exhibitor",https://www.artpace.org/artists_and_curators/leonardo-drew,IAIR Winter 1995|WW Fall 2010,New York,"New York, New York, USA","Leonardo Drew also participated in the Fall 2013 Hudson (Show)Room exhibition Localized Histories. For more information, click here.",https://artpace.org/wp-content/uploads/LDrew_crop-470x470.jpg
en,Person,Ken Little,"Winter 1995 International Artist-in-Residence (Texas)
Summer 2018 Hudson Showroom Exhibitor
Summer 2010 Window Works Exhibitor",https://www.artpace.org/artists_and_curators/ken-little,IAIR Winter 1995|HSR Summer 2018|WW Summer 2010,San Antonio,"San Antonio, Texas, USA","Ken Little was born in 1947 in Canyon Texas. He was a graduate in the first Bachelor of Fine Arts class at Texas Tech University in 1970. He went on to earn a Masters of Fine Arts at the University of Utah in 1972.  Since 1972 he has held tenured positions at major universities, including The University of Montana at Missoula, The University of Oklahoma in Norman. Since 1988 he has been a professor of Art in Sculpture at The University of Texas at San Antonio.
Ken Little is a nationally recognized artist who has been granted two Visual Arts Fellowships by the National Endowment for the Arts in1982 and 1989.  Since 1993, he has maintained a working studio and Rrose Amarillo, an alternative exhibition space in downtown San Antonio. His work in various media has been shown extensively both nationally and internationally. In south Texas he has exhibited at such venues as Finesilver Gallery, The Southwest School of Art and Craft, and the Blue Star Contemporary where he was a board member from 1989 to 1995.
Over the years, Little’s work has been featured in over 40 one person exhibitions in national and international venues such as: The Washington Project for the Arts, Washington DC; The John Michael Kohler arts Center in Sheboygan Wisconsin; The Forum for Contemporary Art, St. Louis; Diverse Works in Houston; and The Honolulu Academy of the Arts.  His work has also been featured in over 200 group exhibitions at institutions like: The Contemporary Art Museum in Houston; The Renwick Gallery of the Smithsonian Institute in Washington, DC; and The Museum of Fine Arts in Boston.
Little also happens to be a songwriter and a performer. He plays guitar and sings in two bands, Rodeo Ho Ho and the Swingbillies. He has one CD out titled, “Simple America” which contains his original material. Look for band dates on the website soon.",https://artpace.org/wp-content/uploads/KLittle_proc_RR_023_crop-470x470.jpg
en,Person,Antony Gormley,Fall 1995 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/antony-gormley,IAIR Fall 1995,London,"London, England","Born in London in 1950, Antony Gormley is a sculptor whose work with the human form transcends literal representation, broaches weighty philosophical issues, and questions perception and the nature of being. Made of iron, lead, terra-cotta, or concrete, all materials that hold a memory of the forces that molded them, his cast figures are always presented in existential scenarios, in rooms or clearings that, although largely empty, feel like densely occupied space. Drawing presents the artist with an alternative method of exploring his ideas, a liberating, playful practice that more readily evidences the artist’s wit and ingenuity. Gormley has exhibited his sculptures and drawings extensively throughout the world, including shows in Japan, Australia, Brazil, Mexico, Canada, the former Soviet Union, and throughout Europe and the U.S. His installation, Field, first created in 1989, completed a worldwide tour in 1995. Gormley has created several major public commissions in various parts of the world and had a solo exhibition of his work in Nagoya, Japan.",https://artpace.org/wp-content/uploads/AntonyGormley_ArtistLecture001_crop.jpg
en,Person,David Zamora Casas,"Fall 1995 International Artist-in-Residence (Texas)
Spring 2010 Window Works Exhibitor",https://www.artpace.org/artists_and_curators/david-zamora-casas,IAIR Fall 1995|WW Spring 2010,San Antonio,"San Antonio, Texas, USA","David Zamora Casas is a painter, community activist, curator, and installation and performance artist living in San Antonio, Texas. For the past fifteen years, Casas has constructed altars that integrate traditional Latino themes with an eclectic consideration of modern-day experiences. He organized the first lesbian and gay art show in Texas, entitled “Equal rights for whom?” in 1989 at the Esperanza Peace and Justice Center and is an AIDS activist. He has taken his life as a Latino, an activist, and a gay man and put it into his artwork, engaging his audience in conversations about difficult issues during his performances. According to Casas, “My work has always been connected to oral history, traditions, culture, and personal concerns relating to time and space. Using the allure of bright colors and a pantheon of autobiographical representations of fantasy, reality, life and death, sexuality and religion, I create work that reflects issues of consequence. My fortunate blessing is to be able to put my passion and ideas on a canvas that promotes interaction with multiple communities.”",https://artpace.org/wp-content/uploads/DZCasas_crop-470x470.jpg
en,Person,Tracey  Moffatt,"Summer 1995 International Artist-in-Residence (International)
Summer 2011 Hudson Showroom Exhibitor",https://www.artpace.org/artists_and_curators/tracey-moffatt-2,IAIR Summer 1995|HSR Summer 2011,Sydney,"Sydney, Australia","Artist Tracey Moffatt was born in 1960 and grew up in Brisbane, Australia. She graduated from Queensland College of the Arts where she studied film and video production. Since relocating to Sydney in 1983, Moffatt has worked as independent filmmaker, photographer, and curator.
Moffatt has received international acclaim as an experimental filmmaker. Her short film, Night Cries: A Rural Tragedy, was selected for official competition at the Cannes Film Festival in 1990. In 1993, a feature length film entitled Bedevil was also selected for competition. For this film, which is a trilogy of ghost stories, Moffatt reportedly “raided the family closet,” embroidering on stories she had heard as a child. Moffatt has directed several music videos, including one for the rock group INXS in 1993 which was screened worldwide by MTV.
Like Moffatt’s films, her photographic work, which ranges from the glamorous to the erotic to the autobiographical, is nearly always narrative. Elaborately staged sets and multicultural casts also recall her film work. Moffatt’s photographs are represented in major public and private collections throughout Australia. She has been included in numerous individual and group exhibitions at such institutions as the Kennedy Center in Washington, D.C., the Museum of Contemporary Art in Glasgow, Scotland, the National Gallery of Victoria, The New Museum of Contemporary Art, New York, and the Museum of Contemporary Art, Sydney.
In October 1994, Moffatt was selected to participate in the Pace Roberts Foundation International Artist-in-Residence Program. While in San Antonio, Moffatt, who is a serious sports fan, produced a photo series loosely based on the (once popular) American Roller Derby TV show. The photo series explores issues of sex, glamour, and violence.",https://artpace.org/wp-content/uploads/TMoffatt_crop-470x470.jpg
en,Person,Jun Nguyen–Hatsushiba,Summer 1995 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/jun-nguyenhatsushiba,IAIR Summer 1995,Dallas,"Dallas, Texas, USA","Jun Nguyen-Hatsushiba was born in Tokyo, Japan, in 1968 and received his BFA degree in 1992 from the School of the Art Institute of Chicago. In 1994, he was awarded a MFA degree from the Maryland Institute College of Art.
Among his numerous awards are the Phillip Morris Fellowships in the years 1992-1993 and 1993-1994. Nguyen-Hatsushiba was also awarded a Henry Walters Traveling Fellowship by the Municipal Arts Society, Baltimore, Maryland. In fulfillment of this award, the artist spent three months traveling extensively throughout Vietnam where he made documentary photographs depicting everyday life since the Communist takeover. The photographs were included as a part of the work shown at ArtPace following the artist’s residency there.
Nguyen-Hatsushiba has been included in numerous group exhibitions in Baltimore, Maryland at Cantonsville College and the Galleria Piccola. He has also shown widely in Dallas, Texas. The artist also had solo exhibitions in Dallas in 1995 at the SGI-USA Dallas Culture Center and in 1996 at the Center for the Arts at Brookhaven College.",https://artpace.org/wp-content/uploads/NguyenHatsushiba-2_crop2-470x470.jpg
en,Person,Joe Daun,Summer 1995 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/joe-daun,IAIR Summer 1995,San Antonio,"San Antonio, Texas, USA","A native of Miami, Florida, Joseph E. Daun was born in 1967 and received his BFA degree in 1990 from Florida State University with a major in photography. He completed his MFA degree at the University of Texas at San Antonio in May 1994 with an emphasis in sculpture and photography.
Daun has been the recipient of numerous grants and scholarships including the UTSA College of Fine Arts and Humanities Research Grant, the Sommer Foundation Scholarship, and the UTSA Foreign Studies Grant. In 1994 he was one of twenty-one artists selected to participate in the International Artist-in-Residence Program sponsored by the Pace Roberts Foundation for Contemporary Art.
Daun has exhibited his work extensively in San Antonio at such venues as the Blue Star Art Space, the 1203 Art Space, the UTSA Gallery, and the UTSA Satellite Space. He was most recently included in a group show at the DiverseWorks Gallery in Houston, Texas.",https://artpace.org/wp-content/uploads/JoeDaun_bwfilm007_crop.jpg
